,title,address,price,lat,long,Elementary schools,Car friendly,Quiet,Greenery,Parks,Grocery stores,Cycling friendly,Daycares,Pedestrian friendly,Shopping,Transit friendly,Restaurants,High schools,Historic,Vibrancy,Nightlife,Coffee Shops,rooms,bedrooms,bathroom,Condominium type,Net area,Year built,Parking (total),walk_score,Population 2016 ,Population variation between 2011 2016 ,Population density ,Unemployment rate 2016 ,"Less than $50,000 (%)","Between $50,000 and $80,000 (%)","Between $80,000 and $100,000 (%)","Between $100,000 and $150,000 (%)","More than $150,000 (%)",1-person households (%),2-person households (%),3-person households (%),4-person households (%),5-person or more households (%),Couples without children at home (%),Couples with children at home (%),Single-parent families (%),Owners (%),Renters (%),Before 1960 (%),Between 1961 and 1980 (%),Between 1981 and 1990 (%),Between 1991 and 2000 (%),Between 2001 and 2010 (%),Between 2011 and 2016 (%),Single-family homes (%),Semi-detached or row houses (%),Buildings with less than 5 floors (%),Buildings with 5 or more floors (%),Mobile homes (%),University (%),College (%),Secondary (high) school (%),Apprentice or trade school diploma (%),No diploma (%),Non-immigrant population (%),Immigrant population (%),French (%),English (%),Others languages (%),url,bathrooms,Pool,Additional features,in basement,powder room,Building style,Lot area,bedroom in basement,bedroom,Fireplace/Stove,Gross area,Parking (excluded from the price),bedrooms in basement,powder rooms,room,< 15 years (%),15 to 24 years (%),25 to 44 years (%),45 to 64 years (%),> 65 years (%),Unnamed: 0
37,Condo for sale,"10011, boulevard Pie-IX, apt. 802, Montréal (Montréal-Nord)","$234,900",45.5844290000,-73.6300510000,8,10,0,3,7,10,5,6,9,7,9,7,6,2,4,4,6,6,,1,Divided,693 sqft,2013,,66,84234,0,7637,12,59.0,24.0,7.0,7.0,2.0,37.0,28.0,15.0,12.0,9.0,28.0,42.0,30.0,28.0,72.0,28.0,52.0,11.0,4.0,3.0,2.0,8.0,5.0,77.0,10.0,0.0,15.0,13.0,23.0,18.0,31.0,58.0,42.0,67.0,8.0,25.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,,,,,1,,,,,,,,,,,,
38,Condo for sale,"6780, boulevard Newman, apt. 1008, Montréal (LaSalle)","$413,640",45.4506397500,-73.6063739800,6,8,2,4,9,9,5,4,7,9,9,7,3,2,4,3,5,6,2,1,Divided,,"Under construction, New",Garage (1),47,76853,3,4675,10,48.0,25.0,10.0,11.0,6.0,36.0,30.0,15.0,12.0,6.0,34.0,43.0,23.0,40.0,60.0,25.0,50.0,10.0,7.0,4.0,3.0,4.0,8.0,85.0,4.0,0.0,25.0,17.0,26.0,12.0,20.0,63.0,37.0,42.0,36.0,22.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,,,,,,,964 sqft,,,,,,,,,,
39,Condo for sale,"190, Rue Murray, apt. 807, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$419,000",45.4924630000,-73.5591960000,8,5,0,4,10,10,10,9,10,10,9,10,3,5,9,9,10,4,2,1,Divided,682 sqft,2015,Garage (1),77,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,Inground,Elevator,(1,,,,,,,,,,,,,,,,,
40,Condo for sale,"6979, Rue de Bordeaux, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray","$439,000",45.5482240000,-73.6026280000,9,4,5,7,10,9,9,8,10,10,9,10,7,4,8,8,8,4,,1,Divided,890 sqft,1941,,80,143853,1,8692,11,58.0,23.0,8.0,8.0,3.0,40.0,29.0,14.0,11.0,7.0,33.0,42.0,25.0,28.0,72.0,49.0,33.0,6.0,4.0,4.0,3.0,3.0,2.0,91.0,4.0,0.0,29.0,14.0,20.0,11.0,26.0,56.0,44.0,57.0,10.0,33.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1,,,,,,,,,,,,
41,Condo for sale,"198, Rue Ann, apt. 108, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$349,900",45.4949800000,-73.5580920000,9,5,0,4,10,10,10,10,9,10,10,10,3,6,9,9,10,4,,1,Divided,505 sqft,2018,,83,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,Indoor,Elevator,,,,,,1,,,,,,,,,,,,
42,Condo for sale,"111, Chemin de la Pointe-Nord, apt. 716, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs","$624,000",45.4730688300,-73.5388085700,1,10,8,2,8,7,6,4,6,6,7,6,3,0,3,4,4,7,2,,Divided,949 sqft,2011,Garage (1),35,69229,5,7181,8,45.0,22.0,9.0,12.0,11.0,42.0,34.0,13.0,8.0,3.0,46.0,36.0,18.0,37.0,63.0,46.0,21.0,13.0,8.0,9.0,4.0,3.0,7.0,69.0,21.0,0.0,43.0,16.0,18.0,9.0,14.0,75.0,25.0,64.0,22.0,14.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,"Heated, Inground",Elevator,,,,,,,,,,,,,,,,,,
43,Condo for sale,"333, Rue Sherbrooke Est, apt. M2-217, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$549,000",45.5159520000,-73.5682077500,9,6,0,4,10,10,10,8,10,10,10,10,9,7,10,10,10,3,,1,Divided,735 sqft,2003,Garage (1),95,104000,4,12855,8,52.0,20.0,8.0,11.0,8.0,52.0,30.0,10.0,6.0,2.0,52.0,32.0,16.0,28.0,72.0,57.0,23.0,7.0,5.0,5.0,2.0,1.0,2.0,82.0,16.0,0.0,57.0,14.0,16.0,5.0,8.0,73.0,27.0,67.0,23.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,"Heated, Inground",Elevator,,,,,,1,,,,,,,,,,,,
44,Condo for sale,"6900, boulevard Newman, apt. 404, Montréal (LaSalle)","$419,000",45.4495980000,-73.6077700000,6,8,2,4,9,9,5,4,7,9,9,7,3,2,4,3,5,6,2,1,Divided,813 sqft,2016,,51,76853,3,4675,10,48.0,25.0,10.0,11.0,6.0,36.0,30.0,15.0,12.0,6.0,34.0,43.0,23.0,40.0,60.0,25.0,50.0,10.0,7.0,4.0,3.0,4.0,8.0,85.0,4.0,0.0,25.0,17.0,26.0,12.0,20.0,63.0,37.0,42.0,36.0,22.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,,,,,,,,,,,,,,,,,
45,Condo for sale,"242, Rue Young, apt. PH1901, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$3,398,000",45.4927860000,-73.5577940000,8,8,0,4,10,10,10,10,10,10,9,10,3,5,9,9,10,14,4,,Divided,"3,058 sqft",2017,Garage (2),79,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,3,"Heated, Inground",Elevator,,1,,,,,Gas fireplace,,,,,,,,,,,
46,Condo for sale,"901, Rue de la Commune Est, apt. 303, Montréal (Ville-Marie), Neighbourhood Old Montréal","$389,500",45.5134630000,-73.5495960000,2,6,4,3,10,10,8,6,9,10,9,10,3,7,9,10,10,5,,1,Divided,619 sqft,2013,,76,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,"Heated, Inground, Indoor","Adapted for reduced mobility, Elevator",,,,,,1,,,,,,,,,,,,
47,Condo for sale,"4245, Rue De Richelieu, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne","$385,500",45.4784086800,-73.5915135900,9,6,3,6,8,10,6,10,10,10,9,10,10,6,7,6,8,7,2,1,Divided,807 sqft,2010,,79,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
48,Condo for sale,"729, Rue Bourget, apt. 472, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne","$360,000",45.4812660000,-73.5841630000,9,5,5,6,10,10,7,9,10,10,10,10,9,6,8,7,9,4,,1,Divided,509 sqft,2008,Garage (1),81,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,1,,,,,,,,,,,,
49,Condo for sale,"1414, Rue Chomedey, apt. 752, Montréal (Ville-Marie), Neighbourhood Central West","$479,000",45.4907490000,-73.5835430000,10,4,3,5,10,10,5,9,10,10,10,10,10,7,10,10,10,4,,1,Divided,695 sqft,2013,Garage (1),95,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,"Heated, Inground",Elevator,,,,,,1,,,,,,,,,,,,
50,Condo for sale,"1288, Avenue des Canadiens-de-Montréal, apt. 3115, Montréal (Ville-Marie), Neighbourhood Central West","$789,000",45.4959880000,-73.5693040000,8,5,0,3,10,9,4,10,9,10,10,10,7,6,10,10,10,5,2,,Divided,842 sqft,2016,Garage (1),91,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,,"Adapted for reduced mobility, Elevator",,,,,,,,,,,,,,,,,,
51,Condo for sale,"2170, Avenue Northcliffe, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce","$620,000",45.4746970000,-73.6080590000,10,6,2,7,8,10,4,10,10,10,10,10,10,6,5,5,7,9,3,,Divided,"1,459 sqft",1923,Garage (1),86,166011,1,7718,11,54.0,21.0,8.0,9.0,9.0,40.0,29.0,15.0,11.0,6.0,33.0,45.0,22.0,27.0,73.0,51.0,30.0,8.0,5.0,4.0,3.0,3.0,6.0,69.0,22.0,0.0,47.0,16.0,19.0,6.0,12.0,50.0,50.0,33.0,39.0,28.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,,,,,,,,,,,,,,,,,,,,
52,Condo for sale,"2301, Rue Saint-Patrick, apt. B512, Montréal (Le Sud-Ouest), Neighbourhood Pointe-Saint-Charles","$499,000",45.4823870000,-73.5679930000,7,6,5,7,10,9,10,6,10,10,9,10,6,6,7,7,8,5,,1,Divided,651 sqft,2015,Garage (1),74,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,Heated,"Located on a canal, Elevator",,,,,,1,,,,,,,,,,,,
53,Condo for sale,"1010, Rue William, apt. 604, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$588,000",45.4953470000,-73.5598570000,10,4,4,4,9,10,9,8,10,10,10,10,3,6,10,9,10,5,2,1,Divided,742 sqft,2012,Garage (1),84,80153,9,5070,8,50.0,22.0,9.0,11.0,7.0,46.0,32.0,11.0,7.0,4.0,44.0,32.0,24.0,35.0,65.0,43.0,18.0,11.0,5.0,10.0,13.0,2.0,7.0,71.0,20.0,0.0,38.0,16.0,19.0,9.0,18.0,74.0,26.0,59.0,26.0,15.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,"Heated, Inground, Indoor",Elevator,,,,,,,,,,,,,,,,,,
54,Condo for sale,"1300, Rue Jarry Est, apt. 6, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray","$389,900",45.5498680000,-73.6217040000,10,5,4,7,10,10,8,10,10,10,9,9,10,3,7,6,7,8,2,1,Divided,787 sqft,2004,Driveway (1),78,143853,1,8692,11,58.0,23.0,8.0,8.0,3.0,40.0,29.0,14.0,11.0,7.0,33.0,42.0,25.0,28.0,72.0,49.0,33.0,6.0,4.0,4.0,3.0,3.0,2.0,91.0,4.0,0.0,29.0,14.0,20.0,11.0,26.0,56.0,44.0,57.0,10.0,33.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
55,Condo for sale,"4935, Chemin Queen-Mary, apt. 304, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges","$219,000",45.4868040000,-73.6267260000,10,8,0,6,8,10,3,10,10,9,10,9,9,5,5,5,7,4,,1,Divided,729 sqft,1932,,79,166011,1,7718,11,54.0,21.0,8.0,9.0,9.0,40.0,29.0,15.0,11.0,6.0,33.0,45.0,22.0,27.0,73.0,51.0,30.0,8.0,5.0,4.0,3.0,3.0,6.0,69.0,22.0,0.0,47.0,16.0,19.0,6.0,12.0,50.0,50.0,33.0,39.0,28.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,"Adapted for reduced mobility, Elevator",,,,,,1,,,,,,,,,,,,
56,Condo for sale,"7285, Avenue de Beaufort, apt. 402, Montréal (Anjou)","$349,900",45.5957320000,-73.5625770000,7,8,8,4,7,9,5,4,8,9,7,7,2,0,4,4,6,4,2,1,Divided,"1,206 sqft",2004,"Driveway (1), Garage (1)",73,42796,2,3103,10,45.0,26.0,10.0,12.0,7.0,38.0,31.0,13.0,12.0,7.0,38.0,41.0,21.0,44.0,56.0,15.0,49.0,16.0,10.0,10.0,1.0,8.0,9.0,65.0,18.0,0.0,25.0,17.0,23.0,14.0,20.0,66.0,34.0,76.0,8.0,16.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,1,,,,,,,,,,,,,,,,
57,Condo for sale,"7225, Rue Fabre, apt. 2, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray","$385,000",45.5474860000,-73.6093920000,10,4,5,7,10,9,8,10,10,10,9,10,9,4,8,7,8,4,2,1,Undivided,824 sqft,1948,,78,143853,1,8692,11,58.0,23.0,8.0,8.0,3.0,40.0,29.0,14.0,11.0,7.0,33.0,42.0,25.0,28.0,72.0,49.0,33.0,6.0,4.0,4.0,3.0,3.0,2.0,91.0,4.0,0.0,29.0,14.0,20.0,11.0,26.0,56.0,44.0,57.0,10.0,33.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
58,Condo for sale,"5153Z, Avenue de l'Esplanade, Montréal (Le Plateau-Mont-Royal), Neighbourhood Mile-End","$659,000",45.5216728900,-73.5955639700,10,2,5,6,10,10,10,10,10,10,9,10,10,7,10,10,10,6,3,,Undivided,,"1908, Century",,96,104000,4,12855,8,52.0,20.0,8.0,11.0,8.0,52.0,30.0,10.0,6.0,2.0,52.0,32.0,16.0,28.0,72.0,57.0,23.0,7.0,5.0,5.0,2.0,1.0,2.0,82.0,16.0,0.0,57.0,14.0,16.0,5.0,8.0,73.0,27.0,67.0,23.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,,,,,,,,,,"1,352 sqft",,,,,,,,,,
59,Condo for sale,"5151Z, Avenue de l'Esplanade, Montréal (Le Plateau-Mont-Royal), Neighbourhood Mile-End","$365,000",45.5215979700,-73.5955700000,10,2,5,6,10,10,10,10,10,10,9,10,10,7,10,10,10,4,,1,Undivided,,"1908, Century",,96,104000,4,12855,8,52.0,20.0,8.0,11.0,8.0,52.0,30.0,10.0,6.0,2.0,52.0,32.0,16.0,28.0,72.0,57.0,23.0,7.0,5.0,5.0,2.0,1.0,2.0,82.0,16.0,0.0,57.0,14.0,16.0,5.0,8.0,73.0,27.0,67.0,23.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Basement 6 feet or +,,,,,1,,,"1,352 sqft",,,,,,,,,,
60,Condo for sale,"5155Z, Avenue de l'Esplanade, Montréal (Le Plateau-Mont-Royal), Neighbourhood Mile-End","$849,000",45.5215977200,-73.5956498000,10,2,8,7,10,10,10,10,10,10,9,10,10,7,10,10,10,7,4,,Undivided,,"1908, Century",,96,104000,4,12855,8,52.0,20.0,8.0,11.0,8.0,52.0,30.0,10.0,6.0,2.0,52.0,32.0,16.0,28.0,72.0,57.0,23.0,7.0,5.0,5.0,2.0,1.0,2.0,82.0,16.0,0.0,57.0,14.0,16.0,5.0,8.0,73.0,27.0,67.0,23.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,,,,1,,,,,,"1,851 sqft",,,,,,,,,,
61,Condo for sale,"4599, Avenue Clanranald, apt. 803, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges","$425,000",45.4790960000,-73.6265610000,10,5,3,8,10,10,3,9,10,9,9,9,9,5,5,4,6,4,,1,Divided,,2019,Garage (1),80,166011,1,7718,11,54.0,21.0,8.0,9.0,9.0,40.0,29.0,15.0,11.0,6.0,33.0,45.0,22.0,27.0,73.0,51.0,30.0,8.0,5.0,4.0,3.0,3.0,6.0,69.0,22.0,0.0,47.0,16.0,19.0,6.0,12.0,50.0,50.0,33.0,39.0,28.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,"Heated, Inground",,,,,,,1,,730 sqft,,,,,,,,,,
62,Condo for sale,"80, Rue Prince, apt. 308, Montréal (Ville-Marie), Neighbourhood La Cité du Multimédia","$589,000",45.4967180500,-73.5549751500,8,5,1,4,10,9,9,9,10,10,10,10,3,7,9,9,10,5,2,1,Divided,898 sqft,2007,Garage (1),85,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,,,,,,,,,,,,,,,,,
63,Condo for sale,"175, Rue William-Paul, apt. 807, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs","$425,000",45.4655700000,-73.5532290000,3,10,5,8,10,8,8,9,5,5,6,5,2,0,3,2,4,5,2,1,Divided,"1,032 sqft",1988,Garage (1),41,69229,5,7181,8,45.0,22.0,9.0,12.0,11.0,42.0,34.0,13.0,8.0,3.0,46.0,36.0,18.0,37.0,63.0,46.0,21.0,13.0,8.0,9.0,4.0,3.0,7.0,69.0,21.0,0.0,43.0,16.0,18.0,9.0,14.0,75.0,25.0,64.0,22.0,14.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,"Heated, Indoor","Adapted for reduced mobility, Elevator",,1,,,,,,,,,,,,,,,,
64,Condo for sale,"427, Rue Saint-Claude, apt. 201, Montréal (Ville-Marie), Neighbourhood Old Montréal","$710,000",45.5089251100,-73.5526001300,,,,,,,,,,,,,,,,,,6,2,,Divided,"1,210 sqft",1997,Garage (1),87,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,,,,,,,,,,,,,,,,,,,,
65,Condo for sale,"2410, Rue Sainte-Catherine Est, apt. 202, Montréal (Ville-Marie), Neighbourhood Central","$534,700",45.5284474000,-73.5466557000,10,6,7,4,10,10,10,8,10,10,9,10,7,6,8,9,8,6,2,1,Divided,"1,232 sqft",2004,Garage (1),74,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
66,Condo for sale,"3043, Rue Sherbrooke Est, apt. PH27, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Shop Angus","$669,000",45.5421677200,-73.5596535300,8,8,0,6,10,10,8,10,8,9,9,10,10,5,8,9,8,9,3,,Divided,990 sqft,2020,Garage (1),68,139590,4,8741,8,52.0,22.0,9.0,11.0,7.0,49.0,29.0,11.0,8.0,3.0,43.0,36.0,21.0,30.0,70.0,52.0,24.0,9.0,5.0,5.0,4.0,2.0,3.0,89.0,6.0,0.0,41.0,17.0,17.0,10.0,15.0,77.0,23.0,83.0,6.0,11.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,2,"Heated, Inground",Elevator,,,,,,,,,,,,,,,,,,
67,Condo for sale,"7700, Rue du Mans, apt. 101, Montréal (Saint-Léonard)","$895,000",45.5840800000,-73.5848760000,9,7,4,3,8,9,3,5,10,8,7,7,4,0,5,4,6,12,5,,Divided,"2,659 sqft",2011,Garage (3),64,78305,3,5813,11,48.0,27.0,9.0,10.0,5.0,30.0,29.0,16.0,15.0,9.0,30.0,49.0,21.0,35.0,65.0,14.0,64.0,8.0,5.0,6.0,2.0,6.0,3.0,83.0,8.0,0.0,22.0,16.0,23.0,14.0,26.0,51.0,49.0,44.0,22.0,34.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,3,,Elevator,,,,,,,,,,,,,,,,,,
68,Condo for sale,"4429, Avenue De Lorimier, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$539,000",45.5347930000,-73.5711280000,10,5,5,8,10,10,10,9,10,10,9,10,10,7,10,10,9,6,3,1,Divided,"1,224 sqft",1910,,92,104000,4,12855,8,52.0,20.0,8.0,11.0,8.0,52.0,30.0,10.0,6.0,2.0,52.0,32.0,16.0,28.0,72.0,57.0,23.0,7.0,5.0,5.0,2.0,1.0,2.0,82.0,16.0,0.0,57.0,14.0,16.0,5.0,8.0,73.0,27.0,67.0,23.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
69,Condo for sale,"500, Rue de la Montagne, apt. 402, Montréal (Ville-Marie), Neighbourhood Central","$518,000",45.4930480000,-73.5655870000,8,5,0,6,10,10,8,8,10,10,10,10,6,6,10,10,10,4,2,1,Divided,944 sqft,1993,Garage (1),90,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,,,,,,,,,,,,,,,,,
70,Condo for sale,"5917, Rue Hutchison, Montréal (Le Plateau-Mont-Royal), Neighbourhood Mile-End","$465,000",45.5238330000,-73.6077260000,9,3,7,7,10,10,10,9,10,10,9,10,9,7,10,8,10,6,2,1,Divided,825 sqft,"1910, Century",,91,104000,4,12855,8,52.0,20.0,8.0,11.0,8.0,52.0,30.0,10.0,6.0,2.0,52.0,32.0,16.0,28.0,72.0,57.0,23.0,7.0,5.0,5.0,2.0,1.0,2.0,82.0,16.0,0.0,57.0,14.0,16.0,5.0,8.0,73.0,27.0,67.0,23.0,10.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
71,Condo for sale,"3480, Rue Simpson, apt. 1001, Montréal (Ville-Marie), Neighbourhood Golden Square Mile","$279,650",45.4982050000,-73.5840590000,9,4,4,6,10,10,7,6,10,10,10,10,10,6,10,10,10,4,,1,Divided,595 sqft,1972,,90,87168,6,6414,10,58.0,18.0,7.0,8.0,9.0,55.0,31.0,9.0,4.0,2.0,57.0,26.0,17.0,27.0,73.0,33.0,28.0,11.0,8.0,13.0,8.0,1.0,2.0,48.0,49.0,0.0,52.0,15.0,18.0,6.0,9.0,63.0,37.0,54.0,26.0,20.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,Elevator,,,,,,1,,,,,,,,,,,,
72,Condo for sale,"8399 - A, Rue Saint-Denis, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray","$399,000",45.5441860000,-73.6338170000,10,7,2,6,9,10,8,10,10,10,9,9,9,5,7,6,7,5,2,1,Divided,"1,004 sqft",1935,,81,143853,1,8692,11,58.0,23.0,8.0,8.0,3.0,40.0,29.0,14.0,11.0,7.0,33.0,42.0,25.0,28.0,72.0,49.0,33.0,6.0,4.0,4.0,3.0,3.0,2.0,91.0,4.0,0.0,29.0,14.0,20.0,11.0,26.0,56.0,44.0,57.0,10.0,33.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
73,Condo for sale,"4631, Avenue Harvard, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce","$590,000",45.4771560000,-73.6292200000,10,6,7,10,7,9,5,8,10,8,9,8,9,5,5,4,5,7,3,1,Undivided,"1,081 sqft",1948,,75,166011,1,7718,11,54.0,21.0,8.0,9.0,9.0,40.0,29.0,15.0,11.0,6.0,33.0,45.0,22.0,27.0,73.0,51.0,30.0,8.0,5.0,4.0,3.0,3.0,6.0,69.0,22.0,0.0,47.0,16.0,19.0,6.0,12.0,50.0,50.0,33.0,39.0,28.0,https://www.centris.ca/en/properties~for-sale?view=Thumbnail,,,,,,,,,,,,,,,,,,,,,
