,index,title,address,price,lat,long,restaurants,shopping,vibrant,cycling_friendly,car_friendly,historic,quiet,elementary_schools,high_schools,parks,nightlife,groceries,daycares,pedestrian_friendly,cafes,transit_friendly,greenery,year_built,population_2016_,population_variation_between_2011_2016_,population_density_,unemployment_rate_2016_,"less_than_$50,000_(%)","between_$50,000_and_$80,000_(%)","between_$80,000_and_$100,000_(%)","between_$100,000_and_$150,000_(%)","more_than_$150,000_(%)",1-person_households_(%),2-person_households_(%),3-person_households_(%),4-person_households_(%),5-person_or_more_households_(%),couples_without_children_at_home_(%),couples_with_children_at_home_(%),single-parent_families_(%),owners_(%),renters_(%),before_1960_(%),between_1961_and_1980_(%),between_1981_and_1990_(%),between_1991_and_2000_(%),between_2001_and_2010_(%),between_2011_and_2016_(%),single-family_homes_(%),semi-detached_or_row_houses_(%),buildings_with_less_than_5_floors_(%),buildings_with_5_or_more_floors_(%),mobile_homes_(%),university_(%),college_(%),secondary_(high)_school_(%),apprentice_or_trade_school_diploma_(%),no_diploma_(%),non-immigrant_population_(%),immigrant_population_(%),french_(%),english_(%),others_languages_(%),walk_score,rooms,bedrooms,basement_bedroom,bathrooms,powder_rooms,total_area,new_area_from_price,new_area_from_rooms,river_proximity,has_pool,n_parking,has_garage,is_devided,mr_distance
584,950,Condo for sale,"2229, Rue Sainte-Catherine Est, apt. 511, Montréal (Ville-Marie), Neighbourhood Central",329000,45.526572,-73.548943,10.0,10.0,9.0,10.0,6.0,6.0,7.0,10.0,8.0,10,9.0,10.0,6.0,10.0,9.0,10.0,5.0,2015.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,85.0,5.0,1.0,False,1.0,0.0,576.0,576.0,576.0,False,False,1.0,True,1,4.545841366330299
585,951,Condo for sale,"5275, Rue Berri, apt. 201, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",398000,45.529469,-73.59101,10.0,10.0,10.0,10.0,2.0,6.0,8.0,10.0,9.0,10,10.0,10.0,6.0,10.0,10.0,9.0,4.0,2006.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,89.0,5.0,2.0,False,1.0,0.0,795.0,795.0,795.0,False,False,0.0,False,1,2.8246927447833983
586,952,Condo for sale,"5850, Avenue de Monkland, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",489000,45.47251,-73.625251,9.0,9.0,5.0,6.0,7.0,6.0,7.0,10.0,10.0,9,4.0,10.0,8.0,10.0,6.0,9.0,7.0,1998.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,82.0,5.0,2.0,False,1.0,0.0,675.0,675.0,675.0,False,False,1.0,True,1,4.144464156260096
587,955,Condo for sale,"3155, Avenue Ernest-Hemingway, apt. 305, Montréal (Saint-Laurent), Neighbourhood New Saint-Laurent/Bois-Franc",429000,45.506719,-73.718823,5.0,6.0,2.0,7.0,8.0,0.0,8.0,8.0,3.0,10,1.0,6.0,4.0,5.0,4.0,5.0,3.0,2006.0,98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,17.0,7.0,2.0,False,1.0,0.0,815.0,815.0,815.0,False,False,1.0,True,1,9.410671711965243
588,957,Condo for sale,"81, Rue De Brésoles, apt. 203, Montréal (Ville-Marie), Neighbourhood Old Montréal",720000,45.504929,-73.555892,10.0,10.0,10.0,7.0,5.0,10.0,6.0,7.0,4.0,10,10.0,10.0,6.0,10.0,10.0,10.0,5.0,2005.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,94.0,8.0,2.0,False,2.0,0.0,1180.0,1180.0,1180.0,False,False,1.0,True,1,3.2898829070248228
590,959,Condo for sale,"8401, Avenue des Belges, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray",235000,45.546782,-73.63142,9.0,10.0,7.0,9.0,5.0,5.0,9.0,10.0,8.0,7,5.0,10.0,6.0,10.0,7.0,9.0,8.0,1948.0,143853,1,8692,11,58,23,8,8,3,40,29,14,11,7,33,42,25,28,72,49,33,6,4,4,3,3,2,91,4,0,29,14,20,11,26,56,44,57.0,10.0,33.0,79.0,6.0,3.0,True,1.0,0.0,1001.0,1001.0,1001.0,False,False,0.0,False,0,5.364789976071921
594,963,Condo for sale,"6350, Rue Briand, Montréal (Le Sud-Ouest), Neighbourhood Saint-Paul/Émard",399000,45.455458,-73.593628,8.0,8.0,5.0,8.0,5.0,5.0,9.0,10.0,10.0,10,6.0,10.0,8.0,10.0,6.0,9.0,7.0,1920.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,67.0,4.0,2.0,False,1.0,0.0,1491.0,1491.0,1491.0,False,False,0.0,False,0,5.470701400893503
595,966,Condo for sale,"1248, Avenue de l'Hôtel-de-Ville, apt. 102, Montréal (Ville-Marie), Neighbourhood Central",390000,45.51138115,-73.56171557,10.0,10.0,10.0,9.0,4.0,7.0,7.0,5.0,6.0,10,10.0,10.0,10.0,10.0,10.0,10.0,4.0,2013.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,94.0,6.0,1.0,False,1.0,0.0,786.0,786.0,786.0,False,False,0.0,False,1,2.935397100532454
596,967,Condo for sale,"3217, Avenue du Mont-Royal Est, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Shop Angus",549700,45.547386,-73.565245,9.0,9.0,8.0,9.0,5.0,4.0,8.0,9.0,5.0,10,7.0,9.0,6.0,10.0,7.0,9.0,5.0,2001.0,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,70.0,6.0,3.0,False,1.0,0.0,1143.0,1143.0,1143.0,False,False,1.0,True,1,5.406714157506749
597,969,Condo for sale,"10550, Place de l'Acadie, apt. 215, Montréal (Ahuntsic-Cartierville), Neighbourhood Nouveau Bordeaux",329900,45.533476,-73.679229,6.0,8.0,4.0,3.0,7.0,0.0,2.0,9.0,7.0,10,2.0,9.0,10.0,8.0,6.0,9.0,3.0,2011.0,134245,6,5545,10,49,23,9,11,9,41,27,13,12,7,34,46,20,39,61,37,33,14,6,6,4,9,5,73,13,0,36,16,20,10,17,59,41,65.0,10.0,25.0,48.0,6.0,2.0,False,1.0,0.0,789.0,789.0,789.0,False,False,1.0,True,1,7.091523355512128
598,970,Condo for sale,"320, Rue Farly, Montréal (Ahuntsic-Cartierville), Neighbourhood Ahuntsic West",309000,45.54550397,-73.64182132,8.0,10.0,5.0,5.0,6.0,4.0,9.0,10.0,10.0,8,5.0,10.0,8.0,10.0,7.0,10.0,6.0,2001.0,134245,6,5545,10,49,23,9,11,9,41,27,13,12,7,34,46,20,39,61,37,33,14,6,6,4,9,5,73,13,0,36,16,20,10,17,59,41,65.0,10.0,25.0,73.0,6.0,1.0,False,1.0,0.0,914.0,914.0,914.0,False,False,0.0,False,1,5.6859043157913725
599,972,Condo for sale,"1300, boulevard René-Lévesque Ouest, apt. 3902, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",649000,45.49697702,-73.57161921,10.0,10.0,10.0,5.0,7.0,7.0,2.0,7.0,8.0,10,10.0,10.0,10.0,10.0,10.0,10.0,3.0,2016.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,97.0,4.0,1.0,False,1.0,0.0,667.0,667.0,667.0,False,True,1.0,True,1,2.2295839171263223
600,974,Condo for sale,"7332, Avenue Christophe-Colomb, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray",475000,45.543414,-73.61475,10.0,10.0,9.0,9.0,7.0,5.0,3.0,10.0,9.0,10,7.0,10.0,9.0,10.0,9.0,9.0,6.0,1922.0,143853,1,8692,11,58,23,8,8,3,40,29,14,11,7,33,42,25,28,72,49,33,6,4,4,3,3,2,91,4,0,29,14,20,11,26,56,44,57.0,10.0,33.0,85.0,10.0,2.0,False,1.0,0.0,1122.0,1122.0,1122.0,False,False,1.0,False,1,4.5111127627407255
601,975,Condo for sale,"6791, Rue Marie-Guyart, Montréal (LaSalle)",457000,45.445751,-73.608871,6.0,8.0,3.0,5.0,9.0,0.0,7.0,3.0,1.0,8,3.0,8.0,5.0,6.0,5.0,7.0,5.0,2004.0,76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,55.0,6.0,2.0,False,1.0,0.0,1335.0,1335.0,1335.0,False,False,2.0,True,1,6.592601205833249
602,976,Condo for sale,"4885, boulevard Henri-Bourassa Ouest, apt. 509, Montréal (Saint-Laurent), Neighbourhood Others",299900,45.52291558,-73.70764749,6.0,7.0,3.0,4.0,8.0,2.0,3.0,10.0,8.0,8,3.0,9.0,10.0,8.0,6.0,9.0,3.0,2010.0,98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,54.0,6.0,2.0,False,1.0,0.0,855.0,855.0,855.0,False,False,1.0,True,1,8.776186319961841
603,977,Condo for sale,"267, Rue Rachel Est, apt. 608, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",549900,45.52061159,-73.57950346,10.0,10.0,10.0,10.0,3.0,7.0,5.0,10.0,7.0,10,10.0,10.0,10.0,10.0,10.0,9.0,6.0,1896.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,95.0,5.0,2.0,False,1.0,0.0,871.0,871.0,871.0,False,False,0.0,False,1,2.2994638409009984
604,978,Condo for sale,"1715, Rue Grand Trunk, Montréal (Le Sud-Ouest), Neighbourhood Pointe-Saint-Charles",369000,45.483197,-73.560378,10.0,10.0,7.0,10.0,6.0,6.0,8.0,10.0,7.0,10,7.0,9.0,10.0,10.0,8.0,9.0,6.0,2012.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,64.0,5.0,2.0,False,1.0,1.0,878.0,878.0,878.0,False,False,0.0,False,1,3.77998577295072
605,979,Condo for sale,"28, Rue Notre-Dame Est, apt. 303, Montréal (Ville-Marie), Neighbourhood Old Montréal",745000,45.50664,-73.555054,10.0,10.0,10.0,7.0,6.0,10.0,4.0,6.0,3.0,10,10.0,10.0,9.0,10.0,10.0,10.0,5.0,1836.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,94.0,9.0,6.0,False,1.0,0.0,1750.0,1750.0,1750.0,False,False,0.0,False,1,3.3628639586463516
606,981,Condo for sale,"10259, Avenue du Bois-de-Boulogne, apt. 508, Montréal (Ahuntsic-Cartierville), Neighbourhood Nouveau Bordeaux",239000,45.537554,-73.67199,7.0,8.0,4.0,4.0,7.0,0.0,8.0,8.0,4.0,9,3.0,7.0,6.0,8.0,4.0,8.0,6.0,1988.0,134245,6,5545,10,49,23,9,11,9,41,27,13,12,7,34,46,20,39,61,37,33,14,6,6,4,9,5,73,13,0,36,16,20,10,17,59,41,65.0,10.0,25.0,53.0,5.0,2.0,False,1.0,0.0,920.0,920.0,920.0,False,False,1.0,False,1,6.826253368410568
607,983,Condo for sale,"1300, boulevard René-Lévesque Ouest, apt. 1903, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",575000,45.496628,-73.572402,10.0,10.0,10.0,4.0,6.0,7.0,0.0,6.0,8.0,10,10.0,10.0,8.0,10.0,10.0,10.0,5.0,2017.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,97.0,5.0,1.0,False,1.0,0.0,667.0,667.0,667.0,False,False,0.0,True,1,2.188575315752039
608,985,Condo for sale,"2244, Rue De Chambly, apt. 1, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve",339000,45.546653,-73.548294,8.0,8.0,7.0,8.0,5.0,6.0,6.0,10.0,7.0,10,6.0,10.0,8.0,10.0,6.0,9.0,7.0,2005.0,136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,84.0,6.0,2.0,False,1.0,0.0,876.0,876.0,876.0,False,False,0.0,False,1,6.080067414066085
609,988,Condo for sale,"151, Rue de la Rotonde, apt. 3204, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",699000,45.4743654,-73.53927232,6.0,5.0,3.0,5.0,10.0,0.0,9.0,1.0,3.0,8,4.0,6.0,2.0,5.0,4.0,6.0,3.0,2019.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,29.0,7.0,2.0,False,2.0,0.0,850.0,850.0,850.0,False,False,1.0,True,1,5.683517911051987
610,990,Condo for sale,"1085, Rue Smith, apt. 1305, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",699000,45.492762,-73.556984,10.0,10.0,9.0,10.0,5.0,5.0,0.0,7.0,3.0,10,8.0,10.0,10.0,9.0,10.0,9.0,3.0,2014.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,79.0,6.0,2.0,False,2.0,0.0,1042.0,1042.0,1042.0,False,True,1.0,True,1,3.4628499819788963
611,994,Condo for sale,"1085, Rue Smith, apt. 706, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",819000,45.49255141,-73.55653339,10.0,10.0,9.0,10.0,5.0,5.0,0.0,8.0,3.0,10,8.0,10.0,10.0,8.0,10.0,9.0,3.0,2013.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,73.0,5.0,2.0,False,2.0,0.0,1180.0,1180.0,1180.0,False,False,1.0,True,1,3.5042383485485717
612,995,Condo for sale,"720, boulevard Montpellier, apt. 310, Montréal (Saint-Laurent), Neighbourhood Others",309000,45.519004,-73.669226,6.0,8.0,3.0,4.0,8.0,2.0,4.0,9.0,9.0,7,2.0,9.0,6.0,6.0,5.0,7.0,7.0,1981.0,98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,57.0,5.0,2.0,False,1.0,0.0,951.0,951.0,951.0,False,True,1.0,True,1,5.770047208235712
613,996,Condo for sale,"7397, Rue Saint-André, apt. 2, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray",615000,45.542749,-73.616351,10.0,10.0,9.0,10.0,4.0,6.0,8.0,9.0,9.0,9,10.0,10.0,8.0,10.0,9.0,9.0,4.0,2016.0,143853,1,8692,11,58,23,8,8,3,40,29,14,11,7,33,42,25,28,72,49,33,6,4,4,3,3,2,91,4,0,29,14,20,11,26,56,44,57.0,10.0,33.0,84.0,8.0,2.0,False,1.0,0.0,980.0,980.0,980.0,False,False,1.0,False,1,4.478357550378685
614,1000,Condo for sale,"225, Rue de la Montagne, apt. 522, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",549000,45.49193633,-73.55969819,10.0,10.0,9.0,10.0,6.0,5.0,0.0,7.0,3.0,10,10.0,10.0,8.0,10.0,10.0,9.0,6.0,2012.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,80.0,7.0,2.0,False,1.0,0.0,922.0,922.0,922.0,False,True,1.0,True,1,3.3059849310071447
615,1001,Condo for sale,"4239, Rue Jean-Talon Ouest, apt. PH906, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges",619000,45.5000352,-73.64814063,7.0,9.0,4.0,5.0,9.0,0.0,6.0,7.0,7.0,9,3.0,8.0,6.0,9.0,5.0,8.0,6.0,2012.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,70.0,7.0,2.0,False,2.0,0.0,1212.0,1212.0,1212.0,False,True,2.0,True,1,3.931854810762597
616,1002,Condo for sale,"1211, Rue Drummond, apt. 505, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",629000,45.49822229,-73.57308169,10.0,10.0,10.0,4.0,5.0,7.0,0.0,6.0,7.0,10,10.0,10.0,9.0,10.0,10.0,10.0,3.0,2017.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,97.0,5.0,2.0,False,1.0,0.0,633.0,633.0,633.0,False,True,1.0,True,1,2.073443263911626
617,1003,Condo for sale,"10050, Place de l'Acadie, apt. 735, Montréal (Ahuntsic-Cartierville), Neighbourhood Nouveau Bordeaux",295000,45.53302,-73.679971,6.0,8.0,4.0,3.0,7.0,0.0,2.0,9.0,7.0,10,2.0,9.0,10.0,8.0,6.0,9.0,3.0,2014.0,134245,6,5545,10,49,23,9,11,9,41,27,13,12,7,34,46,20,39,61,37,33,14,6,6,4,9,5,73,13,0,36,16,20,10,17,59,41,65.0,10.0,25.0,41.0,5.0,1.0,False,1.0,0.0,605.0,605.0,605.0,False,False,1.0,True,1,7.120437600917616
618,1004,Condo for sale,"4501, Rue Franchère, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",699900,45.538287,-73.569846,10.0,10.0,9.0,10.0,5.0,6.0,6.0,9.0,7.0,10,8.0,10.0,10.0,10.0,8.0,9.0,5.0,1930.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,88.0,6.0,2.0,False,2.0,0.0,1148.0,1148.0,1148.0,False,False,0.0,False,1,4.348992120274822
621,1011,Condo for sale,"7040, Rue Allard, apt. 327, Montréal (LaSalle)",415000,45.44881791,-73.60725127,7.0,9.0,4.0,5.0,8.0,3.0,8.0,7.0,3.0,9,3.0,9.0,5.0,8.0,5.0,9.0,4.0,2016.0,76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,56.0,6.0,2.0,False,1.0,0.0,873.0,873.0,873.0,False,True,1.0,True,1,6.238804694261737
623,1013,Condo for sale,"5759, Rue Clark, Montréal (Le Plateau-Mont-Royal), Neighbourhood Mile-End",549000,45.526805,-73.602333,10.0,10.0,10.0,10.0,3.0,7.0,7.0,9.0,8.0,10,10.0,10.0,10.0,10.0,10.0,9.0,7.0,1910.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,92.0,6.0,3.0,False,1.0,0.0,1000.0,1000.0,1000.0,False,False,0.0,True,0,2.4957125161743297
624,1016,Condo for sale,"4455A, Rue Wellington, apt. 104, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Verdun",269000,45.45946595,-73.56742856,9.0,9.0,5.0,9.0,6.0,6.0,3.0,9.0,4.0,9,4.0,10.0,8.0,10.0,6.0,9.0,5.0,2010.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,87.0,5.0,1.0,False,1.0,0.0,535.0,535.0,535.0,False,False,0.0,False,1,5.555049895791204
625,1017,Condo for sale,"760, Chemin Marie-Le Ber, apt. PH812, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs",995000,45.464431,-73.549187,4.0,4.0,2.0,7.0,10.0,0.0,10.0,3.0,1.0,7,1.0,8.0,4.0,4.0,2.0,4.0,8.0,1994.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,50.0,6.0,2.0,False,2.0,0.0,2389.0,2389.0,2389.0,False,False,0.0,False,1,5.869469131748212
626,1025,Condo for sale,"377, Rue des Seigneurs, apt. 613, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",448500,45.48715157,-73.5676592,10.0,10.0,9.0,10.0,6.0,6.0,7.0,10.0,5.0,10,10.0,8.0,9.0,10.0,9.0,9.0,5.0,2013.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,77.0,5.0,1.0,False,1.0,0.0,635.0,635.0,635.0,False,False,1.0,True,1,3.0621450742462617
627,1027,Condo for sale,"1550, Rue des Bassins, apt. 500, Montréal (Le Sud-Ouest), Neighbourhood Griffintown",859000,45.488835,-73.56281992,10.0,10.0,8.0,9.0,6.0,6.0,9.0,8.0,3.0,10,8.0,9.0,6.0,10.0,9.0,9.0,3.0,2020.0,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,70.0,6.0,3.0,False,2.0,0.0,1175.0,1175.0,1175.0,False,True,1.0,True,1,3.258736809505624
629,1029,Condo for sale,"1363, Rue Moffat, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Verdun",308000,45.450781,-73.584444,6.0,7.0,4.0,8.0,7.0,3.0,8.0,8.0,10.0,10,3.0,8.0,8.0,7.0,4.0,7.0,7.0,1952.0,69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,56.0,6.0,2.0,False,1.0,0.0,900.0,900.0,900.0,False,False,0.0,False,0,6.073727460870533
630,1030,Condo for sale,"6600, boulevard Henri-Bourassa Ouest, apt. 408, Montréal (Saint-Laurent), Neighbourhood New Saint-Laurent/Bois-Franc",489900,45.511267,-73.731117,4.0,6.0,2.0,5.0,10.0,0.0,4.0,5.0,3.0,8,1.0,3.0,2.0,4.0,4.0,5.0,3.0,2012.0,98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,11.0,8.0,3.0,False,1.0,1.0,1087.0,1087.0,1087.0,False,False,1.0,True,1,10.392068914913155
631,1031,Condo for sale,"360, 16e Avenue, apt. 2, Montréal (Lachine), Neighbourhood East",349000,45.435739,-73.677999,5.0,5.0,3.0,8.0,7.0,5.0,9.0,9.0,9.0,10,4.0,9.0,10.0,9.0,6.0,6.0,4.0,1996.0,44489,7,2498,9,48,22,10,12,9,40,29,14,11,5,35,41,24,43,57,44,27,9,7,7,6,15,10,70,6,0,27,16,23,13,21,77,23,59.0,30.0,11.0,59.0,5.0,2.0,False,1.0,0.0,1204.0,1204.0,1204.0,False,False,2.0,False,1,9.86766165021422
632,1032,Condo for sale,"267, Rue Rachel Est, apt. 612, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal",469000,45.520792,-73.579482,10.0,10.0,10.0,10.0,3.0,7.0,7.0,10.0,7.0,10,10.0,10.0,8.0,10.0,10.0,10.0,7.0,1896.0,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,95.0,5.0,1.0,False,1.0,0.0,771.0,771.0,771.0,False,False,0.0,False,1,2.3161182522604298
633,1036,Condo for sale,"1625, Avenue Lincoln, apt. 505, Montréal (Ville-Marie), Neighbourhood Central West",469000,45.495907,-73.580763,10.0,10.0,10.0,5.0,4.0,7.0,0.0,7.0,10.0,8,10.0,10.0,9.0,10.0,10.0,10.0,3.0,1989.0,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,98.0,6.0,2.0,False,2.0,0.0,950.0,950.0,950.0,False,True,1.0,True,1,1.6588269288139827
634,1038,Condo for sale,"2120, Rue Victoria, apt. 8, Montréal (Lachine), Neighbourhood East",315000,45.43601568,-73.6835955,5.0,5.0,3.0,8.0,8.0,5.0,8.0,8.0,6.0,10,4.0,9.0,6.0,7.0,6.0,5.0,5.0,2009.0,44489,7,2498,9,48,22,10,12,9,40,29,14,11,5,35,41,24,43,57,44,27,9,7,7,6,15,10,70,6,0,27,16,23,13,21,77,23,59.0,30.0,11.0,62.0,4.0,2.0,False,1.0,0.0,833.0,833.0,833.0,False,False,1.0,False,1,10.125652347960356
635,1039,Condo for sale,"2015, Avenue de Vendôme, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce",439000,45.474751,-73.604163,10.0,10.0,5.0,4.0,6.0,6.0,3.0,9.0,10.0,7,5.0,10.0,9.0,10.0,7.0,10.0,8.0,1925.0,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,88.0,5.0,2.0,False,1.0,0.0,890.0,890.0,890.0,False,False,1.0,False,0,3.3477608028626706
636,1040,Condo for sale,"15974, Rue Victoria, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Pointe-aux-Trembles",274000,45.693838,-73.491391,4.0,3.0,2.0,7.0,9.0,2.0,9.0,7.0,5.0,8,1.0,8.0,8.0,4.0,5.0,4.0,7.0,1997.0,106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,22.0,7.0,2.0,False,1.0,1.0,1442.0,1442.0,1442.0,False,False,1.0,True,1,22.625373656445586
