,title,address,price,lat,long,Restaurants,Shopping,Vibrant,Cycling friendly,Car friendly,Historic,Quiet,Elementary Schools,High Schools,Parks,Nightlife,Groceries,Daycares,Pedestrian friendly,Cafes,Transit friendly,Greenery,rooms,bedrooms,bathroom,Condominium type,Net area,Year built,Parking (total),Population 2016 ,Population variation between 2011 2016 ,Population density ,Unemployment rate 2016 ,"Less than $50,000 (%)","Between $50,000 and $80,000 (%)","Between $80,000 and $100,000 (%)","Between $100,000 and $150,000 (%)","More than $150,000 (%)",1-person households (%),2-person households (%),3-person households (%),4-person households (%),5-person or more households (%),Couples without children at home (%),Couples with children at home (%),Single-parent families (%),Owners (%),Renters (%),Before 1960 (%),Between 1961 and 1980 (%),Between 1981 and 1990 (%),Between 1991 and 2000 (%),Between 2001 and 2010 (%),Between 2011 and 2016 (%),Single-family homes (%),Semi-detached or row houses (%),Buildings with less than 5 floors (%),Buildings with 5 or more floors (%),Mobile homes (%),University (%),College (%),Secondary (high) school (%),Apprentice or trade school diploma (%),No diploma (%),Non-immigrant population (%),Immigrant population (%),French (%),English (%),Others languages (%),bathrooms,Pool,Additional features,walk_score,bedroom,Gross area,powder room,Building style,Lot area,Fireplace/Stove,in basement,Use of property,Number of units,Residential units,Main unit,Potential gross revenue,powder rooms,Intergenerational,Building area (at ground level),room,Available area,Residential unit,bedrooms in basement,Zoning,Parking (excluded from the price),bedroom in basement,< 15 years (%),15 to 24 years (%),25 to 44 years (%),45 to 64 years (%),> 65 years (%)
48,Condo for sale,"3940, Chemin de la Côte-des-Neiges, apt. B84, Montréal (Ville-Marie), Neighbourhood Central West","$699,000",45.4954160000,-73.5949690000,10,10,7,8,8,5,3,10,10,10,8,9,6,9,9,9,9,5,2,1,Undivided,"1,468 sqft",1929,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,,,49,,,1,,,,,,,,,,,,,,,,,,,,,,,,
49,Condo for sale,"3525, Rue Saint-Urbain, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$499,000",45.5119808200,-73.5716069800,10,10,10,10,5,7,3,7,10,10,10,9,10,10,10,10,6,7,3,1,Divided,"1,145 sqft","1900, Century",,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Condo for sale,"500, Rue de la Montagne, apt. 710, Montréal (Ville-Marie), Neighbourhood Central","$849,000",45.4930677400,-73.5654421600,10,10,10,8,5,6,0,8,6,10,10,10,8,10,10,10,6,9,3,,Divided,,1993,Garage (2),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,,,90,,"1,549 sqft",,,,Wood fireplace,,,,,,,,,,,,,,,,,,,,,
51,Condo for sale,"4427, Rue Marquette, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$592,000",45.5318330000,-73.5741550000,10,10,10,10,3,7,7,9,9,10,10,10,9,10,10,9,8,5,2,1,Undivided,,1927,,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,,,,93,,916 sqft,,,,Gas fireplace,,,,,,,,,,,,,,,,,,,,,
52,Triplex for sale,"8545 - 8549, Avenue Pierre-De Coubertin, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier","$774,900",45.6002160300,-73.5232670800,6,7,4,6,6,4,9,10,10,8,4,9,10,7,5,7,8,,,,,,1956,Driveway (2),136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,,,Basement 6 feet or +,60,,,,Attached,"2,790 sqft",,,Residential only,Residential (3),"2 x 3 ½, 1 x 6 ½","6 rooms, 4 bedrooms, 2 bathrooms","$42,000",,,,,,,,,,,,,,,
53,Condo for sale,"240, Rue Lyette, apt. 201, Montréal (LaSalle)","$558,000",45.4306310000,-73.6656440000,5,5,3,8,9,4,8,7,7,10,4,6,4,5,4,5,6,6,3,,Divided,"1,656 sqft","To be built, New",Garage (1),76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,2,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Condo for sale,"5090, Avenue Charlemagne, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont","$599,800",45.5564310000,-73.5656620000,8,8,5,7,6,4,4,9,5,10,5,9,8,10,6,9,7,6,4,1,Divided,"1,471 sqft",2000,"Driveway (1), Garage (1)",139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,,,,63,,,,,,Wood fireplace,(1,,,,,,,,,,,,,,,,,,,,
55,Duplex for sale,"4213 - 4215, boulevard Rosemont, Montréal (Rosemont/La Petite-Patrie), Neighbourhood New Rosemont","$719,000",45.5616900000,-73.5732990000,8,8,5,8,8,5,4,9,10,10,5,10,9,10,5,9,6,,,,,,1926,,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,,,,56,,,,Attached,"2,102 sqft",,,Residential only,Residential (2),"1 x 5 ½, 1 x 7 ½","7 rooms, 3 bedrooms, 1 bathroom","$39,444",,,"2,025 sqft",,,,,,,,,,,,
56,Condo for sale,"6455, boulevard De Maisonneuve Ouest, apt. 6, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce","$309,000",45.4629960000,-73.6242570000,7,8,5,5,7,3,0,10,10,7,4,9,10,7,5,8,8,4,2,1,Divided,941 sqft,2000,Driveway (120),166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Condo for sale,"1240, Rue Saint-Timothée, apt. 6, Montréal (Ville-Marie), Neighbourhood Village","$599,000",45.5163280000,-73.5565110000,10,10,10,9,4,7,7,6,5,10,10,10,9,10,10,10,6,9,2,,Divided,"1,125 sqft",2006,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Condo for sale,"6300, Place Northcrest, apt. 6D, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges","$1,459,000",45.5122603500,-73.6226312400,9,10,5,5,4,4,6,10,10,10,5,9,8,10,7,9,9,10,2,,Divided,"2,121 sqft",1989,Garage (2),166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,2,"Inground, Indoor","Adapted for reduced mobility, Elevator",,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Condo for sale,"6300, Place Northcrest, apt. 6D, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges","$1,459,000",45.5122603500,-73.6226312400,9,10,5,5,4,4,6,10,10,10,5,9,8,10,7,9,9,10,2,,Divided,"2,121 sqft",1989,Garage (2),166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,2,"Inground, Indoor","Adapted for reduced mobility, Elevator",,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,House for sale,"12135, Avenue Rita-Levi-Montalcini, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Rivière-des-Prairies","$497,000",45.6403223100,-73.5819599000,4,4,2,4,7,0,9,9,4,8,3,8,9,5,5,5,5,14,4,,,,1982,"Driveway (2), Garage (1)",106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,2,"Heated, Inground",Basement 6 feet or +,47,,,,"Bungalow, Detached","5,424 sqft",Wood fireplace,(1,,,,,,,,,,,,,,,,,,,,
61,Condo for sale,"385, Rue Saint-Martin, apt. 504, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$338,500",45.4879960000,-73.5673810000,10,10,9,9,5,6,7,10,5,10,10,9,8,10,10,9,5,5,,1,Divided,,"To be built, New",,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,,Inground,,77,1,617 sqft,,,,,,,,,,,,,,,,,,,,,,,,,
62,Triplex for sale,"5085 - 5089, Avenue Charlemagne, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont","$794,000",45.5565040000,-73.5648250000,8,8,5,7,6,4,4,9,5,10,5,9,8,10,6,9,7,,,,,,1953,"Driveway (1), Garage (1)",139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,,,Basement 6 feet or +,65,,,,Semi-detached,"2,344 sqft",,,Residential only,Residential (3),"1 x 10 ½, 2 x 3 ½","10 rooms, 3 bedrooms, 1 bathroom","$38,700",,,,,,,,,,,,,,,
63,Condo for sale,"3239, boulevard Édouard-Montpetit, apt. 5, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges","$415,000",45.4994700000,-73.6226240000,9,9,5,5,5,4,5,9,10,9,5,10,9,10,8,9,7,5,2,1,Undivided,,1929,Garage (1),166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,,,,83,,"1,212 sqft",,,,,,,,,,,,,,,,,,,,,,,,,
64,Condo for sale,"6644, Avenue Somerled, apt. 403, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce","$330,000",45.4658140000,-73.6395180000,7,7,5,7,6,3,7,9,9,8,4,10,8,10,6,8,8,4,,1,Divided,794 sqft,2003,Garage (1),166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,,,Elevator,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
65,Condo for sale,"366, Rue Mayor, apt. 402, Montréal (Ville-Marie), Neighbourhood Central","$279,000",45.5064080000,-73.5682480000,10,10,10,7,5,7,3,8,8,10,10,10,9,10,10,10,3,4,,1,Divided,394 sqft,2014,,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,,Elevator,98,1,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Condo for sale,"3860, Rue Masson, apt. 3, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Old Rosemont","$397,000",45.5568035900,-73.5697271900,8,9,7,8,6,4,7,10,7,10,5,10,10,10,6,9,5,6,3,1,Divided,898 sqft,2007,Driveway (1),139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Triplex for sale,"85 - 87, Avenue Lafleur, Montréal (LaSalle)","$998,000",45.4232100000,-73.6502920000,5,5,3,5,9,4,7,10,8,10,3,9,6,7,4,8,7,,,,,,1940,,76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,,,,32,,,,Detached,"4,594 sqft",,,Residential and commercial,"Residential (1), Commercial (2)",,"6 rooms, 3 bedrooms, 1 bathroom","$54,720",,,"4,592 sqft",,"From 700 sqft to 1,965 sqft",1 x 6 ½,,,,,,,,,
68,Condo for sale,"2323, Rue Le Caron, apt. 259, Montréal (Le Sud-Ouest), Neighbourhood Saint-Paul/Émard","$319,000",45.4623186500,-73.5958288500,8,8,5,9,6,5,8,8,7,10,4,10,8,10,6,8,8,3,,1,Divided,604 sqft,2010,"Driveway (1), Garage (1)",80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,,,,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,
69,House for sale,"597, Rue Cherrier, Montréal (L'Île-Bizard/Sainte-Geneviève), Neighbourhood L'Île-Bizard","$395,000",45.4845830000,-73.8821400000,4,3,1,4,9,3,9,9,0,8,3,4,6,3,4,4,8,10,3,1,,,Unknown age,Driveway (6),18413,2,778,7,30,19,10,20,21,25,31,18,18,9,34,50,16,74,26,13,30,27,15,11,4,61,8,27,2,2,33,21,22,11,13,75,25,53.0,35.0,12.0,,,,14,,,1,"Two or more storey, Detached","10,082 sqft",,,,,,,,,,,,,,,,,,,,,,
70,Condo for sale,"1250, Rue de la Visitation, apt. 101, Montréal (Ville-Marie), Neighbourhood Village","$399,000",45.5186820000,-73.5544620000,10,10,10,10,4,7,7,8,4,10,10,10,6,10,10,10,5,6,,1,Divided,530 sqft,1987,,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,,,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Duplex for sale,"7772 - 7774, Rue Tétrault, Montréal (LaSalle)","$729,000",45.4369490000,-73.6219110000,6,7,4,5,6,0,9,8,1,7,4,9,6,7,6,6,5,,,,,,1970,"Driveway (2), Garage (2)",76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,,,Basement 6 feet or +,63,,,,Semi-detached,"2,711 sqft",,,Residential only,Residential (3),"1 x 3 ½, 1 x 5 ½, 1 x 6 ½","6 rooms, 3 bedrooms, 1 bathroom","$34,572",,,,,,,,,,,,,,,
72,Condo for sale,"318, Rue Marie-Anne Est, apt. B, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$329,000",45.5221070000,-73.5811760000,10,10,10,10,2,7,5,10,7,10,10,10,9,10,10,10,5,5,,1,Undivided,,1935,,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,,,,96,1,630 sqft,,,,,,,,,,,,,,,,,,,,,,,,,
73,Condo for sale,"4721, Rue Rivard, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$499,000",45.5258290000,-73.5849640000,10,10,10,10,2,7,5,10,7,10,10,10,10,10,10,10,6,5,2,1,Divided,"1,086 sqft",1998,,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
74,Condo for sale,"5235, Avenue De Gaspé, apt. 8, Montréal (Le Plateau-Mont-Royal), Neighbourhood Mile-End","$675,000",45.5263650000,-73.5932730000,10,10,10,10,2,6,8,9,10,10,10,10,9,10,10,9,5,5,3,1,Divided,"1,260 sqft",2001,,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,House for sale,"8154, Avenue De Chateaubriand, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray","$1,400,000",45.5460008900,-73.6275112200,9,10,8,9,4,5,4,10,9,10,6,10,9,10,8,9,7,12,4,,,,1927,,143853,1,8692,11,58,23,8,8,3,40,29,14,11,7,33,42,25,28,72,49,33,6,4,4,3,3,2,91,4,0,29,14,20,11,26,56,44,57.0,10.0,33.0,2,,Basement 6 feet or +,,,,1,"Two or more storey, Attached",,Gas fireplace,,,,,,,,,,,,,,,,,,,,,
76,Triplex for sale,"8060 - 8064, boulevard Maurice-Duplessis, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Rivière-des-Prairies","$819,000",45.6319410000,-73.5883310000,5,5,3,4,10,0,4,8,1,7,2,9,10,7,5,7,4,,,,,,1976,"Driveway (4), Garage (2)",106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,,,Basement 6 feet or +,49,,,,Semi-detached,"4,698 sqft",,,Residential only,Residential (3),"1 x 3 ½, 1 x 5 ½, 1 x 9 ½","9 rooms, 3 bedrooms, 2 bathrooms and 1 powder room","$35,940",,,"1,360 sqft",,,,,,,,,,,,
77,Condo for sale,"2535, Rue Modugno, apt. 704, Montréal (Saint-Laurent), Neighbourhood Saint-Laurent West","$486,000",45.5069006800,-73.6985640800,6,7,3,8,7,0,9,6,10,9,4,7,6,6,4,7,5,5,2,,Divided,"1,301 sqft",2004,"Driveway (1), Garage (1)",98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,2,,Elevator,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Condo for sale,"4392, Avenue Beaconsfield, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce","$675,000",45.4703770000,-73.6298090000,8,8,5,6,6,5,8,9,9,8,4,9,10,10,6,8,9,6,2,,Undivided,"1,168 sqft",1931,,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,2,,Basement 6 feet or +,71,,,,,,,(1,,,,,,,,,,,,,,,,,,,,
79,Condo for sale,"4392, Avenue Beaconsfield, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce","$675,000",45.4703770000,-73.6298090000,8,8,5,6,6,5,8,9,9,8,4,9,10,10,6,8,9,6,2,,Undivided,"1,168 sqft",1931,,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,2,,Basement 6 feet or +,71,,,,,,,(1,,,,,,,,,,,,,,,,,,,,
80,Condo for sale,"3950, Rue Claude, apt. 301, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Verdun","$307,000",45.4646290000,-73.5731340000,9,9,5,10,6,6,8,9,4,9,4,10,10,10,6,9,6,5,2,1,Divided,780 sqft,1986,Driveway (1),69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Condo for sale,"5028, Avenue des Érables, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$575,000",45.5381950000,-73.5774340000,10,10,9,10,4,6,3,10,7,10,9,10,8,10,9,9,6,6,2,1,Divided,"1,065 sqft",1910,Driveway (1),104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,,,,80,,,,,,Wood fireplace,,,,,,,,,,,,,,,,,,,,,
82,Condo for sale,"200, Avenue des Sommets, apt. 807, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs","$495,000",45.4500530000,-73.5481800000,3,3,1,7,9,0,9,8,0,9,0,2,5,3,1,5,6,4,2,1,Divided,867 sqft,2004,Garage (1),69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,,"Heated, Inground, Indoor","Located on a fleuve (river), Elevator",14,,,1,,,,(1,,,,,,,,,,,,,,,,,,,,
83,Condo for sale,"5726, boulevard Pie-IX, Montréal (Rosemont/La Petite-Patrie), Neighbourhood New Rosemont","$450,000",45.5603340000,-73.5733030000,8,8,5,8,8,5,4,8,9,10,5,10,9,10,6,9,7,7,4,1,Undivided,,1938,Driveway (2),139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Duplex for sale,"9630 - 9632, Avenue Pierre-De Coubertin, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier","$399,000",45.6107185400,-73.5173567300,5,5,3,6,6,4,9,10,5,7,4,9,10,6,5,6,7,,,,,,1955,,136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,,,Basement 6 feet or +,45,,,,Attached,"2,456 sqft",,,Residential only,Residential (2),2 x 4 ½,"4 rooms, 2 bedrooms, 1 bathroom","$27,300",,,,,,,,,,,,,,,
85,Condo for sale,"240, Rue Lyette, apt. 106, Montréal (LaSalle)","$447,000",45.4306310000,-73.6656440000,5,5,3,8,9,4,8,7,7,10,4,6,4,5,4,5,6,5,2,,Divided,"1,410 sqft","To be built, New",Garage (1),76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,2,,,31,,,1,,,,,,,,,,,,,,,,,,,,,,,,
86,Condo for sale,"240, Rue Lyette, apt. 105, Montréal (LaSalle)","$413,000",45.4306310000,-73.6656440000,5,5,3,8,9,4,8,7,7,10,4,6,4,5,4,5,6,5,2,1,Divided,"1,346 sqft","To be built, New",Garage (1),76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,,,,31,,,1,,,,,,,,,,,,,,,,,,,,,,,,
87,Condo for sale,"3953, Avenue du Mont-Royal Est, apt. 05, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Shop Angus","$419,000",45.5546050000,-73.5600550000,8,8,5,8,6,3,4,9,5,10,5,9,6,10,6,9,7,5,2,1,Divided,"1,004 sqft",2005,Driveway (1),139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,,,,63,,,,,,Gas fireplace,,,,,,,,,,,,,,,,,,,,,
88,Condo for sale,"240, Rue Lyette, apt. 108, Montréal (LaSalle)","$403,000",45.4306310000,-73.6656440000,5,5,3,8,9,4,8,7,7,10,4,6,4,5,4,5,6,5,2,1,Divided,"1,137 sqft","To be built, New",Garage (1),76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,,,,31,,,1,,,,,,,,,,,,,,,,,,,,,,,,
89,Condo for sale,"240, Rue Lyette, apt. 107, Montréal (LaSalle)","$403,000",45.4306310000,-73.6656440000,5,5,3,8,9,4,8,7,7,10,4,6,4,5,4,5,6,5,2,1,Divided,"1,137 sqft","To be built, New",Garage (1),76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,,,,31,,,1,,,,,,,,,,,,,,,,,,,,,,,,
90,Condo for sale,"185, Rue du Séminaire, apt. 307, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$340,000",45.4909150000,-73.5607790000,10,10,9,9,5,6,7,7,4,10,9,10,8,10,10,9,5,3,,1,Divided,589 sqft,2013,,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,,Indoor,"Adapted for reduced mobility, Elevator",70,1,,,,,,,,,,,,,,,,,,,,,,,,,,
91,House for sale,"7170, Rue des Écores, Montréal (Villeray/Saint-Michel/Parc-Extension), Neighbourhood Villeray","$909,000",45.5524814100,-73.6036997100,9,9,8,8,5,3,5,10,7,10,6,10,8,10,8,9,6,9,4,,,,1950,Driveway (2),143853,1,8692,11,58,23,8,8,3,40,29,14,11,7,33,42,25,28,72,49,33,6,4,4,3,3,2,91,4,0,29,14,20,11,26,56,44,57.0,10.0,33.0,2,,Basement 6 feet or +,77,,,,"Bungalow, Detached","4,498 sqft","Fireplace - Other, Wood fireplace",(2,,,,,,,,,,,,,,,,,,,,
92,Condo for sale,"4118, Avenue du Parc-La Fontaine, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$838,000",45.5249692600,-73.5734217400,10,10,10,10,5,7,5,9,8,10,10,9,8,10,10,9,10,10,4,,Divided,"1,724 sqft",1900,Garage (1),104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,2,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Condo for sale,"950, Rue Notre-Dame Ouest, apt. 628, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$375,000",45.4965120000,-73.5616700000,10,10,10,8,4,6,5,10,4,10,10,10,9,10,10,10,3,3,,1,Divided,513 sqft,2010,Garage (1),80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,,,"Adapted for reduced mobility, Elevator",88,1,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Condominium house for sale,"4657, boulevard Lalande, Montréal (Pierrefonds-Roxboro), Neighbourhood Pierrefonds/East","$525,000",45.5048014200,-73.7782507500,5,5,2,5,9,0,5,10,9,8,4,9,10,5,2,5,5,11,3,1,Divided,,2013,"Driveway (1), Garage (1)",69297,1,2547,8,33,24,12,19,13,24,28,18,19,11,30,53,17,70,30,16,39,18,11,13,3,51,13,31,5,0,32,20,25,9,15,59,41,30.0,45.0,25.0,,,Basement 6 feet or +,35,,,1,Semi-detached,"1,775 sqft",,,,,,,,,,,,,,,,,,,,,,
